name,keggId,formula,mass
2-Dahp~2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate~2-Dehydro-3-deoxy-D-arabino-heptonate7-phosphate~3-Deoxy-arabino-heptulonate 7-phosphate~3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate~3-deoxy-d-arabino-heptulosonate-7-phosphate~3-Deoxy-D-arabino-heptulosonic acid 7-phosphate~7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate~DAHP,C04691,C7H10O10P~C7H13O10P,288.024585
"5alpha-androstane-3,17-dione~dehydroepiandrosterone",C00674~C01227,C19H28O2,288.20892
(S)-2-(Succinylamino)-6-oxoheptanedioate~L-2-succinylamino-6-oxoheptanedioate(3-)~N-Succinyl-2-amino-6-oxo-L-pimelic acid~N-Succinyl-2-L-amino-6-oxoheptanedioate~N-Succinyl-epsilon-keto-L-aminopimelic acid~N-Succinyl-L-2-amino-6-oxoheptanedioate~N-Succinyl-L-2-amino-6-oxopimelate,C04462,C11H12NO8~C11H15NO8,289.079725
altro-Heptulose 7-phosphate~D-altro-Heptulose 7-phosphate~D-glycero-alpha-D-manno-heptose 7-phosphate~D-Glycero-D-manno-heptose 1-phosphate~D-Glycero-D-manno-heptose 7-phosphate~D-Glycero-D-manno-heptose7-phosphate~D-Sedoheptulose 7-phosphate~Sedoheptulose 7-phosphate~sedoheptulose 7-phosphate(2-)~sedoheptulose-7-phosphate~Sedoheptulose7-phosphate,C05382~C07836~C07838~C19878~C19882,C7H13O10P~C7H15O10P,290.040235
"N-(3-carboxylatopropionyl)-LL-2,6-diaminopimelate(2-)~N-Succinyl-L-2.6-diaminoheptanedioate~N-Succinyl-L-2.6-diaminopimelate~N-Succinyl-LL-2,6-diaminoheptanedioate~N-Succinyl-LL-2-6-diaminoheptanedioate~N-Succinyl-LL-2.6-diaminoheptanedioate~N-Succinyl-LL-2.6-diaminopimelate",C04421,C11H16N2O7~C11H18N2O7,290.11136
(N(omega)-L-arginino)succinate(1-)~2-(Nomega-L-Arginino)succinate~l-arginino-succinate~L-Argininosuccinate~L-Argininosuccinic acid~L-Arginosuccinic acid~N(omega)-(L-Arginino)succinate~N-(L-Arginino)succinate~N-omega-(L-Arginino)succinate,C03406,C10H17N4O6~C10H18N4O6,290.12259
S-(2-Methylbutanoyl)-dihydrolipoamide~S-(3-Methylbutanoyl)-dihydrolipoamide,C05118~C05119,C13H25NO2S2,291.132655
N-Acetylmuramate,C02713,C11H19NO8,293.111025
"13-oxo-9Z,11E-ODE",C14765,C18H29O3,294.21948
"3,5-dibromo-4-hydroxybenzamide",C16246,C7H4Br2NO2,294.840015
1-(5&#39;-Phosphoribosyl)-5-aminoimidazole~1-(5-Phospho-D-ribosyl)-5-aminoimidazole~1-(5-phosphoribosyl)-5-aminoimidazole~5&#39;-Phosphoribosyl-5-aminoimidazole~5-Amino-1-(5-phospho-D-ribosyl)imidazole~5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium~5-amino-1--5-phospho-D-ribosylimidazole~AIR~Aminoimidazole ribotide,C03373,C8H13N3O7P~C8H14N3O7P,295.05689
(R)-prunasin,C00844,C14H17NO6,295.105555
13(S)-HODE,C14762,C18H31O3,296.23513
5&#39;-Deoxy-5&#39;-(methylthio)adenosine~5&#39;-Methylthioadenosine~5'-S-methyl-5'-thioadenosine~5-Mehylthioadenosine~5-Methylthioadenosine~Methylthioadenosine~MTA~S-Methyl-5&#39;-thioadenosine~Thiomethyladenosine,C00170,C11H15N5O3S,297.089525
p-hydroxybenzoic acid derivative I,,C14H18O7,298.10522
Nonadecanoic acid,C16535,C19H38O2,298.28717
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate~2-Methyl-4-amino-5-hydroxymethylpyrimidinediphosphate~4-Amino-2-methyl-5-diphosphomethylpyrimidine~4-amino-2-methyl-5-diphosphonatomethylpyrimidine(3-),C04752,C6H11N3O7P2~C6H8N3O7P2,299.007175
(R)-4&#39;-Phosphopantothenate~(R)-4'-phosphopantothenate~4-phosphopantothenate~D-4&#39;-Phosphopantothenate~D-4'-Phosphopantothenate~D-4-Phosphopantothenate,C03492,C9H15NO8P~C9H18NO8P,299.07696
Cinnavalininate,C05640,C14H6N2O6,300.0382
"3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione~9alpha-Hydroxyandrosta-1,4-diene-3,17-dione~Secophenol",C14909~C19944,C19H24O3,300.17253
N-Acetyl-alpha-D-glucosamine 1-phosphate~N-acetyl-alpha-D-glucosamine 1-phosphate(2-)~N-Acetyl-D-galactosamine 1-phosphate~N-Acetyl-D-glucosamine 1-phosphate~N-Acetyl-D-glucosamine 6-phosphate~N-Acetyl-D-glucosamine1-phosphate~N-Acetyl-D-glycosamine 6-phosphate~N-Acetyl-D-mannosamine 6-phosphate,C00357~C04256~C04257~C04501~C18060,C8H14NO9P~C8H16NO9P,301.05622
"2',3'-Cyclic CMP",C02354,C9H12N3O7P,305.04124
"2',3'-Cyclic UMP",C02355,C9H11N2O8P,306.025255
2&#39;-Deoxycytidine 5&#39;-monophosphate~dCMP~dCMP(2-)~Deoxycytidine monophosphate~Deoxycytidylate~Deoxycytidylic acid,C00239,C9H12N3O7P~C9H14N3O7P,307.05689
5-L-Glutamyl-L-cysteinylglycine~gamma-L-Glutamyl-L-cysteinyl-glycine~Glutathione~GSH~N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine~Reduced glutathione~Reducedglutathione,C00051,C10H16N3O6S~C10H17N3O6S,307.083765
S-Succinyldihydrolipoamide,C01169,C12H21NO4S2,307.091175
2&#39;-Deoxyuridine 5&#39;-phosphate~Deoxyuridine 5&#39;-phosphate~Deoxyuridine monophosphate~Deoxyuridylic acid~dUMP,C00365,C9H13N2O8P,308.040905
fructoselysine,C16488,C12H24N2O7,308.15831
N-Acetylneuraminate,C00270,C11H19NO9,309.105935
"D-Ribose 1,5-bisphosphate~D-ribulose 1,5-bisphosphate(4-)",C01151~C01182,C5H12O11P2~C5H8O11P2,309.98543
dhurrin,C05143,C14H17NO7,311.100465
Icosanoic acid,C06425,C20H40O2,312.30282
1-(5&#39;-Phosphoribosyl)-N-formylglycinamidine~2-(Formamido)-N1-(5&#39;-phosphoribosyl)acetamidine~2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine~2-(Formamido)-N1-(5-phosphoribosyl)acetamidine~2--Formamido-N1-(5-phospho-D-ribosyl)acetamidine~2-formamido-N(1)-(5-O-phosphonato-D-ribosyl)acetamidine~5&#39;-Phosphoribosyl-N-formylglycinamidine~5&#39;-Phosphoribosylformylglycinamidine,C04640,C8H14N3O8P~C8H16N3O8P,313.06745
5&#39;-Phosphoribosyl-N-formylglycinamide~5&#39;-phosphoribosylformylglycinamide~5-Phosphoribosyl-N-formylglycinamide~N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide(2-)~N-Formyl-GAR~N-Formylglycinamide ribonucleotide~N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide~N2-Formyl-N1--5-phospho-D-ribosylglycinamide,C04376,C8H13N2O9P~C8H15N2O9P,314.051465
Geranyl diphosphate~Geranyldiphosphate,C00341,C10H17O7P2~C10H20O7P2,314.06839
"7,8-dihydropteroate~7.8-Dihydropteroate~Dihydropteroate",C00921,C14H13N6O3~C14H14N6O3,314.1127
progesterone,C00410,C21H30O2,314.22457
"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C04793,C19H24O4,316.16744
pregnenolone,C01953,C21H32O2,316.24022
3-Deoxy-D-manno-octulosonate 8-phosphate,C04478,C8H15O11P,318.035145
3beta-hydroxy-5beta-pregnan-20-one,C11825,C21H34O2,318.25587
"15(S)-HETE(1-)~5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoate",C04742~C04805,C20H31O3,320.23513
pregnanediol,C05484,C21H36O2,320.27152
5&#39;-Thymidylic acid~Deoxythymidine 5&#39;-phosphate~Deoxythymidylic acid~dTMP~Thymidine 5&#39;-phosphate~Thymidine monophosphate~Thymidylate~Thymidylic acid,C00364,C10H15N2O8P,322.056555
N-[(R)-pantothenoyl]-L-cysteinate,C04079,C12H21N2O6S,322.11982
3'-cmp~CMP~Cytidine-5&#39;-monophosphate~Cytidylic acid,C00055~C05822,C9H14N3O8P,323.0518
5-O-(1-carboxylatovinyl)-3-phosphonatoshikimate~5-O-(1-Carboxyvinyl)-3-phosphoshikimate~5-O--1-Carboxyvinyl-3-phosphoshikimate~O5-(1-Carboxyvinyl)-3-phosphoshikimate,C01269,C10H13O10P~C10H9O10P,324.024585
3'-UMP~5&#39;Uridylic acid~Pseudouridine 5&#39;-phosphate~Pseudouridine 5-phosphate~UMP~UMP(2-)~Uridine 5&#39;-monophosphate~Uridine monophosphate~Uridylic acid,C00105~C01168~C01368,C9H11N2O9P~C9H13N2O9P,324.035815
cis-beta-D-glucosyl-2-hydroxycinnamate,C05839,C15H17O8,326.10013
"6,7-Dimethyl-8-(1-D-ribityl)lumazine~6,7-Dimethyl-8-(D-ribityl)lumazine~6-7-Dimethyl-8--1-D-ribityllumazine~6.7-Dimethyl-8-(1-D-ribityl)lumazine",C04332,C13H18N4O6,326.12259
"(1R,2S,5S,6S)-2-(3-carboxylatopropanoyl)-5-[(1-carboxylatovinyl)oxy]-6-hydroxycyclohex-3-ene-1-carboxylate~2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate",C16519,C14H13O9~C14H16O9,328.07939
"2',3'-Cyclic AMP~3&#39;.5&#39;-Cyclic AMP~3',5'-cyclic AMP(1-)~3,5-Cyclic AMP~Adenosine 3&#39;.5&#39;-phosphate~cAMP~Cyclic adenylic acid~Cyclic AMP",C00575~C02353,C10H11N5O6P~C10H12N5O6P,329.05247
pyrroloquinoline quinone,C00113,C14H3N2O8,330.01237
17alpha-hydroxyprogesterone,C01176,C21H30O3,330.21948
2&#39;-Deoxyadenosine 5&#39;-monophosphate~2&#39;-Deoxyadenosine 5&#39;-phosphate~dAMP~Deoxyadenosine monophosphate~Deoxyadenylic acid,C00360,C10H14N5O6P,331.06812
pyrroloquinoline quinol(3-),C01359,C14H4N2O8,332.02802
2&#39;-Deoxyinosine 5&#39;-phosphate~dIMP,C06196,C10H13N4O7P,332.052135
17alpha-hydroxypregnenolone,C05138,C21H32O3,332.23513
beta-Nicotinamide D-ribonucleotide~beta-Nicotinamide mononucleotide~beta-Nicotinamide ribonucleotide~Nicotinamide D-ribonucleotide~Nicotinamide mononucleotide~Nicotinamide nucleotide~Nicotinamide ribonucleotide~NMN,C00455,C11H14N2O8P~C11H15N2O8P,334.056555
sn-Glycero-3-phospho-1-inositol,C01225,C9H17O11P,334.066445
Dihydroneopterin monophosphate,C05925,C9H14N5O7P,335.06303
S-formylglutathionate(1-)~S-Formylglutathione,C01031,C11H16N3O7S~C11H17N3O7S,335.078675
beta-Nicotinate D-ribonucleotide~nicotinate beta-D-ribonucleotide~Nicotinate D-ribonucleotide~Nicotinate ribonucleotide~NicotinateD-ribonucleotide~Nicotinic acid ribonucleotide,C01185,C11H12NO9P~C11H15NO9P,336.048395
15(S)-HPETE(1-)~5(S)-HPTE,C05356~C05966,C20H31O4,336.23004
hydroxymethylglutathione,C14180,C11H19N3O7S,337.094325
1-(5&#39;-Phosphoribosyl)-5-amino-4-imidazolecarboxamide~1-(5-Phosphoribosyl)-5-amino-4-imidazolecarboxamide~5&#39;-Phospho-ribosyl-5-amino-4-imidazole carboxamide~5&#39;-Phosphoribosyl-5-amino-4-imidazolecarboxamide~5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide~5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)~5-Amino-1--5-Phospho-D-ribosylimidazole-4-carboxamide~5-Aminoimidazole-4-carboxamide ribotide~5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole~AICAR,C04677,C9H13N4O8P~C9H15N4O8P,338.062695
1-(5&#39;-Phosphoribosyl)-4-carboxy-5-aminoimidazole~1-(5&#39;-Phosphoribosyl)-5-amino-4-carboxyimidazole~1-(5&#39;-Phosphoribosyl)-5-amino-4-imidazolecarboxylate~1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate~1-(5-phosphoribosyl)-5-amino-4-imidazolecarboxylate~5&#39;-Phosphoribosyl-4-carboxy-5-aminoimidazole~5&#39;-Phosphoribosyl-5-amino-4-imidazolecarboxylate~5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate~5-amino-1-(5-phosphonato-D-ribosyl)imidazole-4-carboxylate~5-amino-1--5-phospho-D-ribosylimidazole-4-carboxylate~5-carboxylatoamino-1-(5-O-phosphonato-D-ribosyl)imidazole(3-)~5-phosphoribosyl-5-carboxyaminoimidazole,C04751~C15667,C9H11N3O9P~C9H12N3O9P~C9H14N3O9P,339.04671
"beta-D-Fructose 1.6-bisphosphate~D-Fructose 1,6-bisphosphate~D-Fructose 1.6-bisphosphate~D-fructose-1.6-bisphosphate~D-Fructose1-6-bisphosphate~D-Tagatose 1,6-biphosphate~D-Tagatose 1.6-biphosphate~D-Tagatose 1.6-bisphosphate",C00354~C03785,C6H10O12P2~C6H14O12P2,339.99599
Docosanoic acid,C08281,C22H44O2,340.33412
1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol,C19702,C12H23NO10,341.132145
"1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose~alpha,alpha-Trehalose~alpha-D-galactosyl-(1->3)-1D-myo-inositol~alpha.alpha&#39;-Trehalose~alpha.alpha-Trehalose~Cellobiose~epimelibiose~Lactose~Malt sugar~Maltose~Melibiose~Sucrose~Trehalose~TRHL",C00089~C00185~C00208~C00243~C01083~C01235~C05400~C05402,C12H22O11,342.11616
melibiitol,C05399,C12H24O11,344.13181
"2',3'-Cyclic GMP~3',5'-Cyclic GMP~3',5'-cyclic GMP(1-)~3,5-Cyclic GMP",C00942~C06194,C10H11N5O7P~C10H12N5O7P,345.04738
Thiamin monophosphate~Thiamin phosphate~Thiamine monophosphate~Thiamine phosphate~thiamine(1+) monophosphate(2-)~thiamine-phosphate~Thiaminmonophosphate~TMP,C01081,C12H16N4O4PS~C12H17N4O4PS~C12H18N4O4PS,345.0786
2&#39;-Deoxyguanosine 5&#39;-monophosphate~2&#39;-Deoxyguanosine 5&#39;-phosphate~3'-AMP~5&#39;-Adenosine monophosphate~5&#39;-Adenylic acid~5&#39;-AMP~Adenosine 5&#39;-monophosphate~Adenosine 5&#39;-phosphate~Adenylate~Adenylic acid~AMP~Deoxyguanosine monophosphate~Deoxyguanylic acid~dGMP~dGMP(2-),C00020~C00362~C01367,C10H12N5O7P~C10H14N5O7P,347.06303
2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,C16699,C9H17O12P,348.045705
5&#39;-IMP~5&#39;-Inosinate~5&#39;-Inosine monophosphate~5&#39;-Inosinic acid~IMP~IMP(2-)~Inosine 5&#39;-monophosphate~Inosine 5&#39;-phosphate~Inosine monophosphate~Inosinic acid,C00130,C10H11N4O8P~C10H13N4O8P,348.047045
"3-hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate~9,10-disecoandrosta-1(10),2-dien-4-oate",C04844,C19H23O6~C19H24O6,348.15726
1-(2-carboxylatophenylamino)-1-deoxy-D-ribulose 5-phosphate(3-)~1-(2-Carboxyphenylamino)-1&#39;-deoxy-D-ribulose 5&#39;-phosphate~1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate~1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate~1--2-Carboxyphenylamino-1-deoxy-D-ribulose5-phosphate~N-(5-phospho-beta-D-ribosyl)-anthranilate~N-(5-Phospho-beta-D-ribosyl)anthranilate~N-(5-Phospho-D-ribosyl)anthranilate~N-(5-Phospho_D-ribosyl)anthranilate~N-(5-phosphonato-beta-D-ribosyl)anthranilate~N-(5-Phosphoribosyl)anthranilic acid~N--5-Phospho-D-ribosylanthranilate~N-5-phosphoribosyl-anthranilate,C01302~C04302,C12H13NO9P~C12H16NO9P,349.05622
Arbutin 6-phosphate,C06187,C12H15O10P~C12H17O10P,352.055885
"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one~2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate~2-5-Diamino-6-hydroxy-4--5-phosphoribosylamino-pyrimidine~2.5-Diamino-6-(5&#39;-phosphoribosylamino)-4-pyrimidineone~2.5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5&#39;-phosphate~2.5-Diamino-6-hydroxy-4-(5&#39;-phosphoribosylamino)-pyrimidine~2.5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine",C01304,C9H16N5O8P,353.07359
5-Amino-6-(5&#39;-phosphoribosylamino)uracil~5-Amino-6-(5'-phosphoribosylamino)uracil~5-amino-6-(5-phospho-D-ribosylamino)uracil~5-Amino-6-(5-phosphoribosylamino)uracil~5-Amino-6-(ribosylamino)-2.4-(1H.3H)-pyrimidinedione 5&#39;-phosphate~5-Amino-6--5-phosphoribosylaminouracil,C01268,C9H13N4O9P~C9H15N4O9P,354.057605
"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl diphosphate(3-)~2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate~2-Amino-4-hydroxy-6-hydroxymethyl-7.8-dihydropteridine diphosphate~2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine~2-Amino-7.8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine~6-hydroxymethyl-dihydropterin pyrophosphate~7.8-Dihydropterin pyrophosphate",C04807,C7H11N5O8P2~C7H8N5O8P2,355.008225
(5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium salt~S-Adenosyl-(5&#39;)-3-methylthiopropylamine~S-Adenosylmethioninamine,C01137,C14H22N6O3S~C14H23N6O3S,355.155195
5-Amino-2.6-dioxy-4-(5&#39;-phosphoribitylamino)pyrimidine~5-Amino-6-(5&#39;-phosphoribitylamino)uracil~5-Amino-6-(5'-phosphoribitylamino)uracil~5-Amino-6-(5-phospho-D-ribitylamino)uracil~5-Amino-6-(5-phosphoribitylamino)uracil~5-Amino-6--5-phosphoribitylaminouracil,C04454,C9H15N4O9P~C9H17N4O9P,356.073255
"alpha-Ribazole 5&#39;-phosphate~alpha-ribazole 5'-phosphate(2-)~N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole~N1-(5-Phospho-alpha-D-ribosyl)-5.6-dimethylbenzimidazole",C04778,C14H17N2O7P~C14H19N2O7P,358.092945
4&#39;-Phosphopantetheine~D-Pantetheine 4&#39;-phosphate~D-pantetheine 4'-phosphate~Pantetheine 4&#39;-phosphate~Pantetheine 4'-phosphate~Pantetheine 4-phosphate~Pantetheine4-phosphate~Phosphopantetheine,C01134,C11H21N2O7PS~C11H23N2O7PS,358.096315
isopenicillin N(1-),C05557,C14H20N3O6S,359.115065
3'-GMP~cyclic pyranopterin monophosphate~GMP~GMP(3-)~Guanosine 5&#39;-monophosphate~Guanosine 5&#39;-phosphate~Guanosine monophosphate~Guanylic acid~Precursor Z,C00144~C06193~C18239,C10H12N5O8P~C10H14N5O8P,363.05794
"7,8-Didemethyl-8-hydroxy-5-deazariboflavin",C19154,C16H17N3O7,363.106605
(9-D-Ribosylxanthine)-5&#39;-phosphate~5'-xanthylate(2-)~Xanthosine 5&#39;-phosphate~Xanthosine 5'-phosphate~Xanthosine 5-phosphate~xanthosine-5-phosphate~Xanthosine5-phosphate~Xanthylic acid~XMP,C00655,C10H11N4O9P~C10H13N4O9P,364.041955
1-(5&#39;-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide~1-(5-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide~5&#39;-Phosphoribosyl-5-formamido-4-imidazolecarboxamide~5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide~5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)~5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide~5-Formamido-1--5-phospho-D-ribosylimidazole-4-carboxamide~FAICAR,C04734,C10H13N4O9P~C10H15N4O9P,366.057605
salicin-6-phosphate,C06188,C13H17O10P,366.071535
Orotidine 5&#39;-phosphate~Orotidine 5'-phosphate~orotidine 5'-phosphate(3-)~Orotidine 5-phosphate~orotidine-5&#39;-phosphate~Orotidine5-phosphate~Orotidylic acid,C01103,C10H10N2O11P~C10H13N2O11P,368.025635
Tetracosanoic acid,C08320,C24H48O2,368.36542
"D-altro-Heptulose 1.7-biphosphate~D-Glycero-D-manno-heptose 1,7-bisphosphate~D-Sedoheptulose 1.7-bisphosphate~Sedoheptulose 1,7-bisphosphate~sedoheptulose 1,7-bisphosphate(4-)~Sedoheptulose 1.7-bisphosphate",C00447~C11472,C7H12O13P2~C7H16O13P2,370.00655
biocytin,C05552,C16H28N4O4S,372.18309
1-Acylglycerol,,C22H44O4,372.32394
N-acetylmuramate 6-phosphate,C16698,C11H20NO11P,373.07734
7.8-Dimethyl-10-ribitylisoalloxazine~Lactoflavin~RIBF~Riboflavin~Vitamin B2,C00255,C17H20N4O6,376.13824
Reduced riboflavin,C01007,C17H22N4O6,378.15389
(R)-S-lactoylglutathionate(1-)~(R)-S-Lactoylglutathione,C03451,C13H20N3O8S~C13H21N3O8S,379.104885
"(2E,6E)-farnesyl diphosphate~(2Z,6E)-farnesyl diphosphate~2-cis,6-trans-Farnesyl diphosphate~2-trans.6-trans-Farnesyl diphosphate~Farnesyl diphosphate~Farnesyl pyrophosphate~Farnesyldiphosphate~trans,trans-Farnesyl diphosphate~trans. trans-farnesyl diphosphate~trans.trans-Farnesyl diphosphate",C00448~C16826,C15H25O7P2~C15H28O7P2,382.13099
1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol,C19784,C14H25NO11,383.142705
s-adenosyl-homocysteine~S-Adenosyl-L-homocysteine~S-Adenosylhomocysteine,C00021,C14H20N6O5S,384.12154
Acetyl-maltose,C02130,C14H24O12,384.12672
Cholest-4-en-3-one,C00599,C27H44O,384.33921
Cholesterol,C00187,C27H46O,386.35486
2&#39;-Deoxycytidine 5&#39;-diphosphate~2&#39;-Deoxycytidine diphosphate~dCDP~dCDP(3-),C00705,C9H12N3O10P2~C9H15N3O10P2,387.023205
2&#39;-Deoxyuridine 5&#39;-diphosphate~dUDP,C01346,C9H14N2O11P2,388.00722
fructoselysine Phosphate,C16489,C12H25N2O10P,388.124625
acetyl AMP,C05993,C12H15N5O8P,389.07359
5-Phospho-alpha-D-ribose 1-diphosphate~5-Phospho-alpha-D-ribose1-diphosphate~5-Phosphoribosyl 1-pyrophosphate~5-Phosphoribosyl diphosphate~5-phosphoribosyl-1-pyrophosphate~PRPP,C00119,C5H13O14P3~C5H8O14P3,389.951745
Molybdopterin,C05924,C10H12N5O6PS2~C10H14N5O6PS2,395.01226
hexacosanoate,,C26H52O2,396.39672
S-Adenosyl-4-methylthio-2-oxobutanoate,C04425,C15H19N5O6S~C15H20N5O6S,398.11338
Acylcarnitine~AdoMet~S-Adenosyl-L-methionine~S-Adenosylmethionine~SAM,C00019,C15H22N6O5S~C15H23N6O5S,398.13719
26-Oxocholest-4-en-3-one,,C27H42O2,398.31847
26-Hydroxycholest-4-en-3-one~3-oxocholest-4-en-26-ol,C20143,C27H44O2,400.33412
Deoxythymidine 5&#39;-diphosphate~dTDP~dTDP(3-),C00363,C10H13N2O11P2~C10H16N2O11P2,402.02287
(R)-4&#39;-Phosphopantothenoyl-L-cysteine~(R)-4-Phosphopantothenoyl-L-cysteine~N-((R)-4-Phosphopantothenoyl)-L-cysteine~N-(-R-4-Phosphopantothenoyl)-L-cysteine~N-[(R)-4&#39;-Phosphopantothenoyl]-L-cysteine~N-[(R)-4-phosphonatopantothenoyl]-L-cysteinate,C04352,C12H20N2O9PS~C12H23N2O9PS,402.086135
CDP~CDP(3-)~Cytidine 5&#39;-diphosphate~Cytidine diphosphate,C00112,C9H12N3O11P2~C9H15N3O11P2,403.018115
propanoyl-AMP(1-)~Propinol adenylate~Propionyladenylate,C05983,C13H17N5O8P~C13H18N5O8P,403.08924
UDP~Uridine 5&#39;-diphosphate,C00015,C9H14N2O12P2,404.00213
Mycolipdienoate,,C27H50O2,406.38107
cholate,C00695,C24H39O5,408.28755
Mycolipenoate,,C27H52O2,408.39672
1-Palmitoylglycerol 3-phosphate,C04036,C19H39O7P,410.243305
"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol~4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol",C11455~C11508,C29H46O,410.35486
Mycolipanoate,,C27H54O2,410.41237
2&#39;-Deoxyadenosine 5&#39;-diphosphate~dADP~dADP(3-),C00206,C10H12N5O9P2~C10H15N5O9P2,411.034435
dIDP,C01344,C10H14N4O10P2,412.01845
26-Carboxycholest-4-en-3-one,,C27H42O3,414.31338
"alpha,alpha-Trehalose-2-sulfate",,C12H22O14S,422.07296
"alpha,alpha'-Trehalose 6-phosphate~alpha,alpha-Trehalose 6-phosphate~alpha,alpha-trehalose 6-phosphate(2-)~alpha-maltose 1-phosphate~alpha.alpha&#39;-Trehalose 6-phosphate~D-trehalose-6-phosphate~Maltose 6'-phosphate~Maltose 6-phosphate~Sucrose 6-phosphate~Trehalose 6-phosphate",C00689~C02591~C02995~C20237,C12H21O14P~C12H23O14P,422.082475
"N,N'-diacetylchitobiose",C01674,C16H28N2O11,424.16925
Thiamin diphosphate~Thiamin pyrophosphate~Thiamine diphosphate~Thiaminediphosphate~ThPP~TPP,C00068,C12H16N4O7P2S~C12H19N4O7P2S,425.044915
N6-Hydroxy-L-lysine coupled to octadecenoyl group,,C24H46N2O4,426.34573
lanosterol~obtusifoliol,C01724~C01943,C30H50O,426.38616
5&#39;-Adenylyl sulfate~Adenosine 5&#39;-phosphosulfate~Adenosine 5'-phosphosulfate~Adenosine5-phosphosulfate~Adenylyl sulfate~adenylylsulfate~APS,C00224,C10H12N5O10PS~C10H14N5O10PS,427.01983
"2&#39;-Deoxyguanosine 5&#39;-diphosphate~3&#39;-Phosphoadenylate~Adenosine 3&#39;.5&#39;-bisphosphate~Adenosine 3',5'-bisphosphate~Adenosine 3,5-bisphosphate~Adenosine 5&#39;-diphosphate~Adenosine3-5-bisphosphate~ADP~dGDP~dGDP(2-)~PAP~Phosphoadenosine phosphate",C00008~C00054~C00361,C10H11N5O10P2~C10H12N5O10P2~C10H15N5O10P2,427.029345
IDP~Inosine 5&#39;-diphosphate~Inosine diphosphate,C00104,C10H14N4O11P2,428.01336
N6-Hydroxy-L-lysine coupled to octadecanoyl group,,C24H48N2O4,428.36138
L-seryl-AMP,C05820,C13H19N6O9P,434.095045
Glutathionylspermidine,C05730,C17H34N6O5S,434.23109
butanesulfonate,C06840,C4H10O3S,435.051795
"2-phytyl-1,4-naphthoquinone~2-Phytyl-1.4-naphthoquinone~Demethylphylloquinone",C13309,C30H44O2,436.33412
FOL~Folate~Folic acid~Pteroylglutamic acid,C00504,C19H17N7O6~C19H19N7O6,441.139625
GDP~Guanosine 5&#39;-diphosphate~Guanosine diphosphate,C00035,C10H15N5O11P2,443.024255
"7,8-Dihydrofolate~7-8-Dihydrofolate~7.8-Dihydrofolate~7.8-Dihydrofolic acid~7.8-Dihydropteroylglutamate~Dihydrofolate~dihydrofolate(2-)~Dihydrofolic acid",C00415,C19H19N7O6~C19H21N7O6,443.155275
XDP,C01337,C10H14N4O12P2,444.00827
